[0.007s][info][class,load] opened: ./target/task3-0.0.1-SNAPSHOT.jar
[0.093s][info][class,load] javax.management.Notification source: jrt:/java.management
[0.093s][info][class,load] javax.management.MBeanServerNotification source: jrt:/java.management
[0.093s][info][class,load] java.util.Date source: jrt:/java.base
[0.093s][info][class,load] sun.util.calendar.CalendarSystem source: jrt:/java.base
[0.093s][info][class,load] sun.util.calendar.CalendarSystem$GregorianHolder source: jrt:/java.base
[0.093s][info][class,load] sun.util.calendar.AbstractCalendar source: jrt:/java.base
[0.093s][info][class,load] sun.util.calendar.BaseCalendar source: jrt:/java.base
[0.093s][info][class,load] sun.util.calendar.Gregorian source: jrt:/java.base
[0.093s][info][class,load] javax.management.ObjectInstance source: jrt:/java.management
[0.093s][info][class,load] com.sun.jmx.mbeanserver.JmxMBeanServer$3 source: jrt:/java.management
[0.093s][info][class,load] java.lang.management.ManagementFactory$PlatformMBeanFinder source: jrt:/java.management
[0.093s][info][class,load] java.lang.management.ManagementFactory$PlatformMBeanFinder$1 source: jrt:/java.management
[0.093s][info][class,load] java.io.FilePermission source: jrt:/java.base
[0.093s][info][class,load] jdk.internal.access.JavaIOFilePermissionAccess source: jrt:/java.base
[0.093s][info][class,load] java.io.FilePermission$1 source: jrt:/java.base
[0.093s][info][class,load] sun.security.util.FilePermCompat source: jrt:/java.base
[0.093s][info][class,load] sun.security.util.SecurityProperties source: jrt:/java.base
[0.094s][info][class,load] java.security.AllPermission source: jrt:/java.base
[0.094s][info][class,load] sun.management.spi.PlatformMBeanProvider source: jrt:/java.management
[0.094s][info][class,load] jdk.management.jfr.internal.FlightRecorderMXBeanProvider source: jrt:/jdk.management.jfr
[0.094s][info][class,load] java.util.concurrent.Callable source: jrt:/java.base
[0.094s][info][class,load] com.sun.management.internal.PlatformMBeanProviderImpl source: jrt:/jdk.management
[0.094s][info][class,load] com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda/0x800000015 source: com.sun.management.internal.PlatformMBeanProviderImpl
[0.094s][info][class,load] sun.management.spi.PlatformMBeanProvider$PlatformComponent source: jrt:/java.management
[0.094s][info][class,load] com.sun.management.internal.PlatformMBeanProviderImpl$1 source: jrt:/jdk.management
[0.094s][info][class,load] com.sun.management.internal.PlatformMBeanProviderImpl$2 source: jrt:/jdk.management
[0.094s][info][class,load] com.sun.management.internal.PlatformMBeanProviderImpl$3 source: jrt:/jdk.management
[0.094s][info][class,load] com.sun.management.internal.PlatformMBeanProviderImpl$4 source: jrt:/jdk.management
[0.094s][info][class,load] java.util.Collections$SingletonSet source: jrt:/java.base
[0.095s][info][class,load] com.sun.management.DiagnosticCommandMBean source: jrt:/jdk.management
[0.095s][info][class,load] sun.management.NotificationEmitterSupport source: jrt:/java.management
[0.095s][info][class,load] com.sun.management.internal.DiagnosticCommandImpl source: jrt:/jdk.management
[0.095s][info][class,load] sun.management.ManagementFactoryHelper source: jrt:/java.management
[0.095s][info][class,load] sun.management.VMManagement source: jrt:/java.management
[0.095s][info][class,load] sun.management.VMManagementImpl source: jrt:/java.management
[0.095s][info][class,load] com.sun.management.internal.PlatformMBeanProviderImpl$5 source: jrt:/jdk.management
[0.095s][info][class,load] java.util.Collections$UnmodifiableList source: jrt:/java.base
[0.095s][info][class,load] java.util.Collections$UnmodifiableRandomAccessList source: jrt:/java.base
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$1 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$2 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$3 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$4 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$5 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$6 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$7 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$8 source: jrt:/java.management
[0.095s][info][class,load] sun.management.ManagementFactoryHelper$LoggingMXBeanAccess source: jrt:/java.management
[0.095s][info][class,load] sun.management.ManagementFactoryHelper$LoggingMXBeanAccess$1 source: jrt:/java.management
[0.095s][info][class,load] java.util.logging.LogManager source: jrt:/java.logging
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$9 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$10 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$11 source: jrt:/java.management
[0.095s][info][class,load] java.lang.management.PlatformManagedObject source: jrt:/java.management
[0.095s][info][class,load] jdk.management.jfr.FlightRecorderMXBean source: jrt:/jdk.management.jfr
[0.095s][info][class,load] jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent source: jrt:/jdk.management.jfr
[0.095s][info][class,load] java.util.Collections$SingletonList source: jrt:/java.base
[0.096s][info][class,load] java.util.Collections$1 source: jrt:/java.base
[0.096s][info][class,load] java.util.HashMap$HashMapSpliterator source: jrt:/java.base
[0.096s][info][class,load] java.util.HashMap$ValueSpliterator source: jrt:/java.base
[0.096s][info][class,load] java.lang.IncompatibleClassChangeError source: jrt:/java.base
[0.096s][info][class,load] java.lang.NoSuchMethodError source: jrt:/java.base
[0.096s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x800000016 source: __JVM_LookupDefineClass__
[0.096s][info][class,load] java.lang.management.ManagementFactory$$Lambda/0x800000017 source: java.lang.management.ManagementFactory
[0.096s][info][class,load] java.lang.management.ManagementFactory$$Lambda/0x800000018 source: java.lang.management.ManagementFactory
[0.096s][info][class,load] java.util.stream.ReferencePipeline$7 source: jrt:/java.base
[0.097s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x800000019 source: __JVM_LookupDefineClass__
[0.097s][info][class,load] java.lang.management.ManagementFactory$$Lambda/0x80000001a source: java.lang.management.ManagementFactory
[0.097s][info][class,load] java.util.stream.ForEachOps source: jrt:/java.base
[0.097s][info][class,load] java.util.stream.ForEachOps$ForEachOp source: jrt:/java.base
[0.097s][info][class,load] java.util.stream.ForEachOps$ForEachOp$OfRef source: jrt:/java.base
[0.097s][info][class,load] java.util.stream.ReferencePipeline$7$1 source: jrt:/java.base
[0.097s][info][class,load] java.lang.management.RuntimeMXBean source: jrt:/java.management
[0.097s][info][class,load] sun.management.RuntimeImpl source: jrt:/java.management
[0.097s][info][class,load] java.util.Collections$SingletonMap source: jrt:/java.base
[0.097s][info][class,load] java.util.AbstractMap$SimpleImmutableEntry source: jrt:/java.base
[0.097s][info][class,load] java.util.Collections$2 source: jrt:/java.base
[0.097s][info][class,load] java.lang.management.ManagementFactory$$Lambda/0x80000001b source: java.lang.management.ManagementFactory
[0.098s][info][class,load] javax.management.StandardMBean source: jrt:/java.management
[0.098s][info][class,load] javax.management.JMX source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.DescriptorCache source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.MBeanSupport source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.MXBeanSupport source: jrt:/java.management
[0.098s][info][class,load] javax.management.MXBean source: jrt:/java.management
[0.098s][info][class,load] java.lang.Class$AnnotationData source: jrt:/java.base
[0.098s][info][class,load] sun.reflect.misc.ReflectUtil source: jrt:/java.base
[0.098s][info][class,load] com.sun.jmx.mbeanserver.MBeanIntrospector source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.MXBeanIntrospector source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.MBeanAnalyzer source: jrt:/java.management
[0.098s][info][class,load] java.lang.PublicMethods source: jrt:/java.base
[0.098s][info][class,load] java.util.LinkedHashMap$LinkedValues source: jrt:/java.base
[0.098s][info][class,load] java.util.LinkedHashMap$LinkedHashIterator source: jrt:/java.base
[0.098s][info][class,load] java.util.LinkedHashMap$LinkedValueIterator source: jrt:/java.base
[0.098s][info][class,load] com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder source: jrt:/java.management
[0.098s][info][class,load] java.util.TimSort source: jrt:/java.base
[0.098s][info][class,load] com.sun.jmx.mbeanserver.ConvertingMethod source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.MXBeanMappingFactory source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory source: jrt:/java.management
[0.098s][info][class,load] com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings source: jrt:/java.management
[0.098s][info][class,load] javax.management.openmbean.OpenType source: jrt:/java.management
[0.098s][info][class,load] javax.management.openmbean.SimpleType source: jrt:/java.management
[0.098s][info][class,load] javax.management.openmbean.CompositeData source: jrt:/java.management
[0.099s][info][class,load] javax.management.openmbean.TabularData source: jrt:/java.management
[0.099s][info][class,load] java.math.BigDecimal source: jrt:/java.base
[0.099s][info][class,load] java.math.BigInteger source: jrt:/java.base
[0.099s][info][class,load] com.sun.jmx.mbeanserver.MXBeanMapping source: jrt:/java.management
[0.099s][info][class,load] com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$NonNullMXBeanMapping source: jrt:/java.management
[0.099s][info][class,load] com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping source: jrt:/java.management
[0.099s][info][class,load] java.lang.invoke.DirectMethodHandle$StaticAccessor source: jrt:/java.base
[0.100s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000001c source: __JVM_LookupDefineClass__
[0.100s][info][class,load] jdk.internal.reflect.MethodHandleFieldAccessorImpl source: jrt:/java.base
[0.100s][info][class,load] jdk.internal.reflect.MethodHandleObjectFieldAccessorImpl source: jrt:/java.base
[0.100s][info][class,load] javax.management.openmbean.ArrayType source: jrt:/java.management
[0.100s][info][class,load] com.sun.jmx.mbeanserver.MBeanAnalyzer$AttrMethods source: jrt:/java.management
[0.100s][info][class,load] sun.reflect.generics.scope.Scope source: jrt:/java.base
[0.100s][info][class,load] sun.reflect.generics.scope.AbstractScope source: jrt:/java.base
[0.100s][info][class,load] sun.reflect.generics.scope.MethodScope source: jrt:/java.base
[0.100s][info][class,load] sun.reflect.generics.factory.GenericsFactory source: jrt:/java.base
[0.100s][info][class,load] sun.reflect.generics.factory.CoreReflectionFactory source: jrt:/java.base
[0.100s][info][class,load] sun.reflect.generics.repository.AbstractRepository source: jrt:/java.base
[0.100s][info][class,load] sun.reflect.generics.repository.GenericDeclRepository source: jrt:/java.base
[0.100s][info][class,load] sun.reflect.generics.repository.ConstructorRepository source: jrt:/java.base
[0.100s][info][class,load] sun.reflect.generics.repository.MethodRepository source: jrt:/java.base
[0.100s][info][class,load] java.lang.reflect.TypeVariable source: jrt:/java.base
[0.100s][info][class,load] sun.reflect.generics.parser.SignatureParser source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.Tree source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.TypeTree source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.FormalTypeParameter source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.ReturnType source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.TypeSignature source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.BaseType source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.TypeArgument source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.FieldTypeSignature source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.SimpleClassTypeSignature source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.ClassTypeSignature source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.Signature source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.MethodTypeSignature source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.visitor.TypeTreeVisitor source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.visitor.Reifier source: jrt:/java.base
[0.101s][info][class,load] java.lang.reflect.ParameterizedType source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.scope.ClassScope source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.repository.ClassRepository source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.ClassSignature source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.tree.TypeVariableSignature source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.reflectiveObjects.LazyReflectiveObjectGenerator source: jrt:/java.base
[0.101s][info][class,load] sun.reflect.generics.reflectiveObjects.TypeVariableImpl source: jrt:/java.base
[0.101s][info][class,load] java.lang.reflect.GenericArrayType source: jrt:/java.base
[0.101s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000001d source: __JVM_LookupDefineClass__
[0.102s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000001e source: __JVM_LookupDefineClass__
[0.102s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000001f source: __JVM_LookupDefineClass__
[0.102s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000020 source: __JVM_LookupDefineClass__
[0.103s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLL source: jrt:/java.base
[0.103s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000021 source: __JVM_LookupDefineClass__
[0.103s][info][class,load] java.lang.Long$LongCache source: jrt:/java.base
[0.103s][info][class,load] java.lang.invoke.MethodHandles$1 source: jrt:/java.base
[0.103s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LJ source: jrt:/java.base
[0.104s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000022 source: __JVM_LookupDefineClass__
[0.104s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLL source: jrt:/java.base
[0.104s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000023 source: __JVM_LookupDefineClass__
[0.104s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLL source: jrt:/java.base
[0.105s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000024 source: __JVM_LookupDefineClass__
[0.105s][info][class,load] com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping source: jrt:/java.management
[0.105s][info][class,load] javax.management.openmbean.CompositeType source: jrt:/java.management
[0.105s][info][class,load] java.util.TreeMap$Entry source: jrt:/java.base
[0.105s][info][class,load] javax.management.openmbean.TabularType source: jrt:/java.management
[0.105s][info][class,load] com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping source: jrt:/java.management
[0.105s][info][class,load] java.util.LinkedHashMap$LinkedEntrySet source: jrt:/java.base
[0.105s][info][class,load] java.util.LinkedHashMap$LinkedEntryIterator source: jrt:/java.base
[0.105s][info][class,load] com.sun.jmx.mbeanserver.MBeanAnalyzer$MBeanVisitor source: jrt:/java.management
[0.105s][info][class,load] com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMaker source: jrt:/java.management
[0.105s][info][class,load] javax.management.openmbean.OpenMBeanParameterInfo source: jrt:/java.management
[0.105s][info][class,load] javax.management.openmbean.OpenMBeanAttributeInfo source: jrt:/java.management
[0.105s][info][class,load] javax.management.openmbean.OpenMBeanAttributeInfoSupport source: jrt:/java.management
[0.106s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000025 source: __JVM_LookupDefineClass__
[0.106s][info][class,load] com.sun.jmx.mbeanserver.PerInterface source: jrt:/java.management
[0.106s][info][class,load] com.sun.jmx.mbeanserver.PerInterface$InitMaps source: jrt:/java.management
[0.106s][info][class,load] com.sun.jmx.mbeanserver.MXBeanLookup source: jrt:/java.management
[0.106s][info][class,load] com.sun.jmx.mbeanserver.WeakIdentityHashMap source: jrt:/java.management
[0.106s][info][class,load] com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference source: jrt:/java.management
[0.106s][info][class,load] java.lang.management.ThreadMXBean source: jrt:/java.management
[0.106s][info][class,load] com.sun.management.ThreadMXBean source: jrt:/jdk.management
[0.106s][info][class,load] sun.management.ThreadImpl source: jrt:/java.management
[0.106s][info][class,load] com.sun.management.internal.HotSpotThreadImpl source: jrt:/jdk.management
[0.107s][info][class,load] java.lang.management.ThreadInfo source: jrt:/java.management
[0.107s][info][class,load] java.lang.management.LockInfo source: jrt:/java.management
[0.107s][info][class,load] java.lang.management.MonitorInfo source: jrt:/java.management
[0.107s][info][class,load] java.lang.InterruptedException source: jrt:/java.base
[0.108s][info][class,load] com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping source: jrt:/java.management
[0.108s][info][class,load] com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping source: jrt:/java.management
[0.108s][info][class,load] java.lang.annotation.ElementType source: jrt:/java.base
[0.108s][info][class,load] com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping source: jrt:/java.management
[0.108s][info][class,load] javax.management.MBeanParameterInfo source: jrt:/java.management
[0.109s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000026 source: __JVM_LookupDefineClass__
[0.109s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000027 source: __JVM_LookupDefineClass__
[0.109s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000028 source: __JVM_LookupDefineClass__
[0.110s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000029 source: __JVM_LookupDefineClass__
[0.110s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000002a source: __JVM_LookupDefineClass__
[0.111s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000002b source: __JVM_LookupDefineClass__
[0.111s][info][class,load] com.sun.jmx.mbeanserver.PerInterface$MethodAndSig source: jrt:/java.management
[0.111s][info][class,load] java.lang.management.OperatingSystemMXBean source: jrt:/java.management
[0.111s][info][class,load] com.sun.management.OperatingSystemMXBean source: jrt:/jdk.management
[0.111s][info][class,load] com.sun.management.UnixOperatingSystemMXBean source: jrt:/jdk.management
[0.111s][info][class,load] sun.management.BaseOperatingSystemImpl source: jrt:/java.management
[0.111s][info][class,load] com.sun.management.internal.OperatingSystemImpl source: jrt:/jdk.management
[0.112s][info][class,load] com.sun.management.internal.OperatingSystemImpl$ContainerCpuTicks source: jrt:/jdk.management
[0.112s][info][class,load] com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks source: jrt:/jdk.management
[0.112s][info][class,load] com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks source: jrt:/jdk.management
[0.112s][info][class,load] jdk.internal.platform.Container source: jrt:/java.base
[0.112s][info][class,load] jdk.internal.platform.Metrics source: jrt:/java.base
[0.112s][info][class,load] jdk.internal.platform.SystemMetrics source: jrt:/java.base
[0.112s][info][class,load] java.lang.Deprecated source: jrt:/java.base
[0.112s][info][class,load] sun.reflect.annotation.AnnotationType source: jrt:/java.base
[0.112s][info][class,load] sun.reflect.annotation.AnnotationType$1 source: jrt:/java.base
[0.112s][info][class,load] sun.reflect.annotation.ExceptionProxy source: jrt:/java.base
[0.112s][info][class,load] java.lang.annotation.Retention source: jrt:/java.base
[0.112s][info][class,load] java.lang.annotation.Inherited source: jrt:/java.base
[0.112s][info][class,load] java.lang.annotation.Documented source: jrt:/java.base
[0.112s][info][class,load] java.lang.annotation.RetentionPolicy source: jrt:/java.base
[0.112s][info][class,load] sun.reflect.annotation.AnnotationTypeMismatchExceptionProxy source: jrt:/java.base
[0.112s][info][class,load] sun.reflect.annotation.AnnotationParser$1 source: jrt:/java.base
[0.112s][info][class,load] java.lang.reflect.InvocationHandler source: jrt:/java.base
[0.112s][info][class,load] sun.reflect.annotation.AnnotationInvocationHandler source: jrt:/java.base
[0.113s][info][class,load] java.lang.reflect.Proxy source: jrt:/java.base
[0.113s][info][class,load] java.lang.reflect.Proxy$1 source: jrt:/java.base
[0.113s][info][class,load] jdk.internal.loader.AbstractClassLoaderValue$Sub source: jrt:/java.base
[0.113s][info][class,load] java.lang.reflect.Proxy$$Lambda/0x80000002c source: java.lang.reflect.Proxy
[0.113s][info][class,load] java.lang.reflect.Proxy$ProxyBuilder source: jrt:/java.base
[0.113s][info][class,load] java.lang.reflect.Proxy$ProxyBuilder$$Lambda/0x80000002d source: java.lang.reflect.Proxy
[0.113s][info][class,load] java.lang.module.ModuleDescriptor$Builder source: jrt:/java.base
[0.113s][info][class,load] jdk.internal.module.Checks source: jrt:/java.base
[0.114s][info][class,load] java.lang.module.ModuleDescriptor$Builder$$Lambda/0x80000002e source: java.lang.module.ModuleDescriptor
[0.114s][info][class,load] java.lang.WeakPairMap$WeakRefPeer source: jrt:/java.base
[0.114s][info][class,load] java.lang.WeakPairMap$Pair$Weak source: jrt:/java.base
[0.114s][info][class,load] java.lang.WeakPairMap$Pair$Weak$1 source: jrt:/java.base
[0.114s][info][class,load] java.lang.Module$$Lambda/0x80000002f source: java.lang.Module
[0.114s][info][class,load] java.lang.WeakPairMap$$Lambda/0x800000030 source: java.lang.WeakPairMap
[0.114s][info][class,load] java.lang.reflect.Proxy$ProxyBuilder$ProxyClassContext source: jrt:/java.base
[0.114s][info][class,load] java.lang.reflect.Proxy$$Lambda/0x800000031 source: java.lang.reflect.Proxy
[0.115s][info][class,load] java.lang.reflect.ProxyGenerator source: jrt:/java.base
[0.115s][info][class,load] java.lang.reflect.ProxyGenerator$ProxyMethod source: jrt:/java.base
[0.115s][info][class,load] java.util.StringJoiner source: jrt:/java.base
[0.115s][info][class,load] java.lang.reflect.ProxyGenerator$$Lambda/0x800000032 source: java.lang.reflect.ProxyGenerator
[0.115s][info][class,load] java.lang.reflect.ProxyGenerator$$Lambda/0x800000033 source: java.lang.reflect.ProxyGenerator
[0.115s][info][class,load] java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo source: jrt:/java.base
[0.115s][info][class,load] jdk.internal.org.objectweb.asm.Edge source: jrt:/java.base
[0.116s][info][class,load] jdk.proxy1.$Proxy0 source: __dynamic_proxy__
[0.116s][info][class,load] java.lang.reflect.Proxy$ProxyBuilder$1 source: jrt:/java.base
[0.117s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000034 source: __JVM_LookupDefineClass__
[0.117s][info][class,load] java.lang.annotation.Target source: jrt:/java.base
[0.118s][info][class,load] jdk.proxy1.$Proxy1 source: __dynamic_proxy__
[0.118s][info][class,load] javax.management.DescriptorKey source: jrt:/java.management
[0.118s][info][class,load] java.lang.management.MemoryMXBean source: jrt:/java.management
[0.118s][info][class,load] sun.management.MemoryImpl source: jrt:/java.management
[0.118s][info][class,load] java.lang.management.MemoryManagerMXBean source: jrt:/java.management
[0.118s][info][class,load] sun.management.MemoryManagerImpl source: jrt:/java.management
[0.118s][info][class,load] java.lang.management.GarbageCollectorMXBean source: jrt:/java.management
[0.118s][info][class,load] com.sun.management.GarbageCollectorMXBean source: jrt:/jdk.management
[0.118s][info][class,load] sun.management.GarbageCollectorImpl source: jrt:/java.management
[0.118s][info][class,load] com.sun.management.internal.GarbageCollectorExtImpl source: jrt:/jdk.management
[0.118s][info][class,load] java.util.ArrayList$ArrayListSpliterator source: jrt:/java.base
[0.119s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x800000035 source: __JVM_LookupDefineClass__
[0.119s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda/0x800000036 source: java.lang.management.DefaultPlatformMBeanProvider
[0.119s][info][class,load] java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda/0x800000037 source: java.lang.management.DefaultPlatformMBeanProvider
[0.119s][info][class,load] java.util.function.Function$$Lambda/0x800000038 source: java.util.function.Function
[0.119s][info][class,load] java.util.stream.Collectors$$Lambda/0x800000039 source: java.util.stream.Collectors
[0.120s][info][class,load] java.util.stream.Collectors$$Lambda/0x80000003a source: java.util.stream.Collectors
[0.120s][info][class,load] java.util.stream.Collectors$$Lambda/0x80000003b source: java.util.stream.Collectors
[0.120s][info][class,load] sun.management.Util source: jrt:/java.management
[0.120s][info][class,load] java.lang.management.ManagementPermission source: jrt:/java.management
[0.120s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000003c source: __JVM_LookupDefineClass__
[0.120s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000003d source: __JVM_LookupDefineClass__
[0.121s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000003e source: __JVM_LookupDefineClass__
[0.121s][info][class,load] java.lang.invoke.LambdaForm$MH/0x80000003f source: __JVM_LookupDefineClass__
[0.121s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000040 source: __JVM_LookupDefineClass__
[0.121s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000041 source: __JVM_LookupDefineClass__
[0.122s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000042 source: __JVM_LookupDefineClass__
[0.122s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000043 source: __JVM_LookupDefineClass__
[0.122s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000044 source: __JVM_LookupDefineClass__
[0.122s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLJ source: jrt:/java.base
[0.123s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000045 source: __JVM_LookupDefineClass__
[0.123s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000046 source: __JVM_LookupDefineClass__
[0.123s][info][class,load] java.lang.invoke.LambdaFormEditor$1 source: jrt:/java.base
[0.124s][info][class,load] java.lang.invoke.LambdaForm$MH/0x800000047 source: __JVM_LookupDefineClass__
[0.124s][info][class,load] java.util.HashMap$EntrySpliterator source: jrt:/java.base
[0.124s][info][class,load] javax.management.StandardEmitterMBean source: jrt:/java.management
[0.124s][info][class,load] java.lang.management.MemoryPoolMXBean source: jrt:/java.management
[0.124s][info][class,load] sun.management.MemoryPoolImpl source: jrt:/java.management
[0.124s][info][class,load] sun.management.Sensor source: jrt:/java.management
[0.124s][info][class,load] sun.management.MemoryPoolImpl$PoolSensor source: jrt:/java.management
[0.124s][info][class,load] sun.management.MemoryPoolImpl$CollectionSensor source: jrt:/java.management
[0.125s][info][class,load] java.lang.management.MemoryType source: jrt:/java.management
[0.125s][info][class,load] java.lang.management.MemoryUsage source: jrt:/java.management
[0.126s][info][class,load] sun.management.VMManagementImpl$1 source: jrt:/java.management
[0.126s][info][class,load] java.lang.management.PlatformLoggingMXBean source: jrt:/java.management
[0.126s][info][class,load] sun.management.ManagementFactoryHelper$PlatformLoggingImpl source: jrt:/java.management
[0.126s][info][class,load] java.lang.SecurityException source: jrt:/java.base
[0.126s][info][class,load] java.util.logging.Logger source: jrt:/java.logging
[0.126s][info][class,load] java.io.IOException source: jrt:/java.base
[0.126s][info][class,load] java.util.logging.LoggingMXBean source: jrt:/java.logging
[0.126s][info][class,load] java.util.logging.Level source: jrt:/java.logging
[0.126s][info][class,load] java.util.logging.Level$KnownLevel source: jrt:/java.logging
[0.126s][info][class,load] java.util.logging.Level$KnownLevel$$Lambda/0x800000048 source: java.util.logging.Level
[0.127s][info][class,load] java.util.logging.Level$KnownLevel$$Lambda/0x800000049 source: java.util.logging.Level
[0.127s][info][class,load] java.util.logging.LogManager$1 source: jrt:/java.logging
